ticker,freq_per_bar,psd
AVGO,0.3984375,0.00010272468238652272
AVGO,0.40234375,0.0001366653483445736
AVGO,0.40625,0.00016494667702109719
AVGO,0.41015625,0.000137993845922274
AVGO,0.4140625,0.0001634549774545606
AVGO,0.41796875,0.00017420164963998115
AVGO,0.421875,0.00025260795306530323
AVGO,0.42578125,0.0008255229235753974
AVGO,0.4296875,0.0008833911088379854
AVGO,0.43359375,0.00030943488265549566
AVGO,0.4375,0.00022227113982379814
AVGO,0.44140625,0.00014643196341997372
AVGO,0.4453125,0.00011842438320328936
AVGO,0.44921875,8.298383430196347e-05
AVGO,0.453125,0.00011511537239475954
AVGO,0.45703125,0.0001433790372941745
AVGO,0.4609375,0.00017845157014884303
AVGO,0.46484375,0.00012057004269493703
AVGO,0.46875,0.00011544081388392734
AVGO,0.47265625,0.00013007468258221513
AVGO,0.4765625,0.0001547302160917633
AVGO,0.48046875,0.00014453585428809675
AVGO,0.484375,0.00013876515130769695
AVGO,0.48828125,0.00014988175327670277
AVGO,0.4921875,0.00010866335704387514
AVGO,0.49609375,0.00011323778159846366
AVGO,0.5,5.677947348725098e-05
BAC,0.0,6.271550511714314e-05
BAC,0.00390625,0.00024272288985516778
BAC,0.0078125,0.000226396841427858
BAC,0.01171875,0.00011380650460908172
BAC,0.015625,7.96139107425684e-05
BAC,0.01953125,5.0693900379899616e-05
BAC,0.0234375,5.744247737059758e-05
BAC,0.02734375,5.2651249582478926e-05
BAC,0.03125,7.305004402661558e-05
BAC,0.03515625,7.74047051009011e-05
BAC,0.0390625,6.330305391280055e-05
BAC,0.04296875,3.986853948581371e-05
BAC,0.046875,4.958199172153003e-05
BAC,0.05078125,5.4572669159833595e-05
BAC,0.0546875,5.409281563903284e-05
BAC,0.05859375,5.3329132600966676e-05
BAC,0.0625,5.2685886812802514e-05
BAC,0.06640625,4.674168047268045e-05
BAC,0.0703125,5.009673425911862e-05
BAC,0.07421875,3.897568422979846e-05
BAC,0.078125,3.986409493474315e-05
BAC,0.08203125,3.151293160450183e-05
BAC,0.0859375,3.0795538982855376e-05
BAC,0.08984375,3.7539124488113585e-05
BAC,0.09375,3.97370470750084e-05
BAC,0.09765625,4.134172683671578e-05
BAC,0.1015625,3.862880512042577e-05
BAC,0.10546875,4.124842047526801e-05
BAC,0.109375,2.942805031099658e-05
BAC,0.11328125,3.4175862166969854e-05
BAC,0.1171875,5.000324518831742e-05
BAC,0.12109375,5.6518943839912175e-05
BAC,0.125,6.209740170779852e-05
BAC,0.12890625,8.032067699408262e-05
BAC,0.1328125,7.570296875247585e-05
BAC,0.13671875,7.586975665832091e-05
BAC,0.140625,0.00027675653378948415
BAC,0.14453125,0.0003118721513570125
BAC,0.1484375,8.688826863848178e-05
BAC,0.15234375,3.560975162442326e-05
BAC,0.15625,4.0051997129530176e-05
BAC,0.16015625,4.428359046337351e-05
BAC,0.1640625,4.102401235908133e-05
BAC,0.16796875,4.188537774977031e-05
BAC,0.171875,2.952099680765614e-05
BAC,0.17578125,3.5521902474089804e-05
BAC,0.1796875,3.420168470075022e-05
BAC,0.18359375,3.089043646084055e-05
BAC,0.1875,3.713055421076472e-05
BAC,0.19140625,5.1669272299097e-05
BAC,0.1953125,5.9419707069348656e-05
BAC,0.19921875,6.552381800443731e-05
BAC,0.203125,3.968151374886026e-05
BAC,0.20703125,3.42820811439769e-05
BAC,0.2109375,2.5529074569645617e-05
BAC,0.21484375,3.854286592480538e-05
BAC,0.21875,4.8199737410627566e-05
BAC,0.22265625,3.5669090810645353e-05
BAC,0.2265625,2.683638554128316e-05
BAC,0.23046875,3.2238659289223684e-05
BAC,0.234375,3.473678518932401e-05
BAC,0.23828125,4.0208001229811546e-05
BAC,0.2421875,2.984341935226302e-05
BAC,0.24609375,5.4951685619184334e-05
BAC,0.25,6.258139580803318e-05
BAC,0.25390625,4.0912623650082244e-05
BAC,0.2578125,2.77090819887459e-05
BAC,0.26171875,3.163183746895061e-05
BAC,0.265625,3.1155483642633926e-05
BAC,0.26953125,2.2393059111955037e-05
BAC,0.2734375,2.8984963122764612e-05
BAC,0.27734375,4.6470353666308086e-05
BAC,0.28125,0.0001333583130160257
BAC,0.28515625,0.0004146707392778965
BAC,0.2890625,0.00023366660490022076
BAC,0.29296875,7.067081735932604e-05
BAC,0.296875,4.613497530331613e-05
BAC,0.30078125,3.446443847520139e-05
BAC,0.3046875,2.8768773105031704e-05
BAC,0.30859375,3.164819117880265e-05
BAC,0.3125,2.7483690919780743e-05
BAC,0.31640625,5.057291254558968e-05
BAC,0.3203125,6.433185838020888e-05
BAC,0.32421875,5.790361343498241e-05
BAC,0.328125,4.072443882369341e-05
BAC,0.33203125,4.955732483938183e-05
BAC,0.3359375,3.636887472884143e-05
BAC,0.33984375,3.454942027031818e-05
BAC,0.34375,3.674423662803953e-05
BAC,0.34765625,3.412940196378402e-05
BAC,0.3515625,3.09018758719241e-05
BAC,0.35546875,3.7544851981700886e-05
BAC,0.359375,3.962008991201538e-05
BAC,0.36328125,3.1483203566821796e-05
BAC,0.3671875,2.4972584007063633e-05
BAC,0.37109375,4.145533198176635e-05
BAC,0.375,4.409051693096327e-05
BAC,0.37890625,4.5638979491239845e-05
BAC,0.3828125,4.6314824947946296e-05
BAC,0.38671875,2.6897023819734176e-05
BAC,0.390625,3.172147101152559e-05
BAC,0.39453125,3.890045800163464e-05
BAC,0.3984375,3.649936578813363e-05
BAC,0.40234375,4.676362554507162e-05
BAC,0.40625,5.840800261785844e-05
BAC,0.41015625,4.931522541864442e-05
BAC,0.4140625,4.951125432360222e-05
BAC,0.41796875,6.495879642211151e-05
BAC,0.421875,8.191946665072492e-05
BAC,0.42578125,0.00023496439384876604
BAC,0.4296875,0.00031205902148488397
BAC,0.43359375,9.178819421174502e-05
BAC,0.4375,4.417866868832043e-05
BAC,0.44140625,4.912758721279178e-05
BAC,0.4453125,3.8877850262642175e-05
BAC,0.44921875,4.913129979744395e-05
BAC,0.453125,5.539418397645886e-05
BAC,0.45703125,4.585656862449452e-05
BAC,0.4609375,6.18885895098137e-05
BAC,0.46484375,5.7428423825694036e-05
BAC,0.46875,4.876813206141906e-05
BAC,0.47265625,3.305382984510374e-05
BAC,0.4765625,3.1789873699004044e-05
BAC,0.48046875,2.35458106865963e-05
BAC,0.484375,3.266261683935445e-05
BAC,0.48828125,2.7460931464530735e-05
BAC,0.4921875,4.222695845507898e-05
BAC,0.49609375,3.736724116431861e-05
BAC,0.5,1.5997404340942035e-05
COST,0.0,1.6478952182281614e-05
COST,0.00390625,8.61149295319909e-05
COST,0.0078125,9.657032924835681e-05
COST,0.01171875,6.20859846508998e-05
COST,0.015625,4.440821164879511e-05
COST,0.01953125,3.869725275313217e-05
COST,0.0234375,2.4720620536901652e-05
COST,0.02734375,2.8398776405660905e-05
COST,0.03125,2.6324604474748424e-05
COST,0.03515625,2.5735269803219554e-05
COST,0.0390625,3.4030069116006664e-05
COST,0.04296875,2.1148269537110064e-05
COST,0.046875,2.7727243916273044e-05
COST,0.05078125,2.774209628389507e-05
COST,0.0546875,2.340416640489387e-05
COST,0.05859375,2.0780770351750734e-05
COST,0.0625,2.177482095059868e-05
COST,0.06640625,2.1286345905699347e-05
COST,0.0703125,1.4115184222289573e-05
COST,0.07421875,1.816189967619458e-05
COST,0.078125,2.7349128373200953e-05
