,mean_bps,median_bps,std_bps,p10_bps,p90_bps
uniform,1.2526685186048852,1.4024231230106659,20.28589751672996,-18.51770302126219,21.47559791678087
vwap_profile,1.0872849289067432,1.0671925811926188,16.135878470979275,-13.668572975805455,16.51097283310538
avoid_open,1.4895128972805156,1.8091835548675128,29.646652531929885,-28.60205776793862,31.247051311290765
front_load,-0.16839775343686145,-2.1383438742299794,60.06828294856271,-62.5650182556461,62.293134626194636
end_load,1.3429371622031148,2.261956858445671,62.20598577106001,-65.49186052466945,67.8667237264765
vwap,0.0,0.0,0.0,0.0,0.0
