ticker,hour_utc,abs_ret,volume,abs_ret_norm,volume_norm,n_bars
SPY,17,0.0017643372504239732,610.5487427276158,0.7572936159631858,0.996954370785667,471
SPY,18,0.0015270611777310089,610.7695695262844,0.6554493370261405,0.9973149550055863,472
SPY,19,0.0016455732974023326,610.7770761392884,0.7063174301981188,0.9973272124227595,472
SPY,20,0.0013879608677795864,639.800029103349,0.5957443250283496,1.0447182850525423,164
TSLA,13,0.023358149416396072,294.53206157069053,2.6254722137841444,0.8782743823769115,310
TSLA,14,0.01216177208127641,331.87932219565164,1.3669916268004385,0.9896413489609032,478
TSLA,15,0.007015681672785602,331.9665540751054,0.7885674915549541,0.989901468435307,478
TSLA,16,0.00605465903626741,331.83613853053043,0.6805478798974913,0.9895125782368915,475
TSLA,17,0.005905532661579058,331.0596331294681,0.6637859718324713,0.9871970924527856,471
TSLA,18,0.005487029925202112,331.1433038873188,0.6167459736646785,0.9874465929071077,472
TSLA,19,0.005346298121732983,331.08868476091806,0.6009276212337035,0.9872837224228224,472
TSLA,20,0.005844814614967961,399.3193276568157,0.6569612212321183,1.1907428142072713,164
UNH,13,0.013068092021988059,424.72040154241745,2.61832713347486,0.9976142068222609,310
UNH,14,0.007616366353771481,425.59138159971354,1.5260176197880064,0.9996600282046619,478
UNH,15,0.004156866516613103,425.92924803407936,0.8328711163319017,1.0004536334887681,477
UNH,16,0.0034542644662098614,426.12739672209085,0.692097542843856,1.0009190595561421,475
UNH,17,0.0031415692701170805,425.7802598633331,0.6294458324748611,1.000103679224162,471
UNH,18,0.0029780915723517055,425.535842766196,0.5966913882103978,0.9995295745482183,472
UNH,19,0.002929852424784236,425.4776757773706,0.5870261770411557,0.9993929476892082,472
UNH,20,0.00258296245026519,426.7267526766149,0.5175231898349603,1.0023268704665795,164
WMT,13,0.0070373351377333365,90.81449287168441,2.118131377632328,0.9435779575950116,310
WMT,14,0.005148355533848814,95.67811632355885,1.5495771035518113,0.99411182876594,478
WMT,15,0.002825282180052583,95.68517501384144,0.8503671800633246,0.9941851697531495,478
WMT,16,0.0025604623258903727,95.70638355455901,0.7706604115859513,0.994405530082223,475
WMT,17,0.0022995038941690652,95.68851007676176,0.6921158728268296,0.9942198216215825,471
WMT,18,0.0021717503259895063,95.7525936708612,0.6536639821509549,0.9948856610148734,472
WMT,19,0.0020748530697299945,95.77339783361403,0.6244993744020252,0.9951018197884242,472
WMT,20,0.002461866957509731,104.85990919717928,0.7409846977867758,1.089512211378796,164
XOM,13,0.009612348784358448,116.87168502807617,2.509045546347193,0.9876970260118826,310
XOM,14,0.005687052484045927,118.15502674310277,1.4844523463565233,0.9985427051426682,478
XOM,15,0.0033869970305071082,118.14699188168444,0.8840846296290749,0.9984748015377413,477
XOM,16,0.0028036208627640097,118.14776990388569,0.7318099454329784,0.9984813766993311,475
XOM,17,0.002297960905516298,118.16785171735565,0.5998209912074519,0.9986510905820088,471
XOM,18,0.002232919491430109,118.22850544169798,0.5828436765050737,0.999163682687916,472
XOM,19,0.002411396485819373,118.21760069313696,0.6294303035557383,0.9990715253127525,472
XOM,20,0.0022163266506792273,120.68428658276069,0.578512560965967,1.0199177920256997,164
