hour_utc,abs_ret_norm,volume_norm,n_stocks
13,2.4298645396346847,0.9625763712412094,26
14,1.4790882961194816,0.9964889612796948,26
15,0.8309017409725858,0.9965149144508605,26
16,0.7475264437845917,0.996462527738588,26
17,0.6811078240562387,0.9959212554241209,26
18,0.6072772660516675,0.996406629195679,26
19,0.6242256122532629,0.9964359664313481,26
20,0.600008277127487,1.0591933742384994,26
