start,end,n,H,noise_floor,significant
2014-09-01,2018-01-01,1202,0.46107091178998655,0.0407228812576866,False
2018-01-01,2022-01-01,1462,0.5261346533732502,0.03805771146657078,False
2022-01-01,2027-01-01,1703,0.49992938586652175,0.03569116117043683,False
