date,H
2021-10-10,0.5332336487082816
2021-10-31,0.5170678900268536
2021-11-21,0.5089750734416815
2021-12-12,0.5189117379324298
2022-01-02,0.5675113923849044
2022-01-23,0.5178251912700239
2022-02-13,0.5234622725200495
2022-03-06,0.5255016899713854
2022-03-27,0.4967627896686289
2022-04-17,0.5120553684941175
2022-05-08,0.5041283854962949
2022-05-29,0.5303385933140483
2022-06-19,0.5017133557614964
2022-07-10,0.4930340503241182
2022-07-31,0.4805851741798914
2022-08-21,0.5034101716086772
2022-09-11,0.5488082381595617
2022-10-02,0.5172012948877827
2022-10-23,0.5096847910336051
2022-11-13,0.5071072950897384
2022-12-04,0.46161079898254714
2022-12-25,0.4913868207988911
2023-01-15,0.49692428916229126
2023-02-05,0.5670757815233438
2023-02-26,0.5074105354161783
2023-03-19,0.4646391607221363
2023-04-09,0.4859273606156029
2023-04-30,0.48149410369241136
2023-05-21,0.4743651726536648
2023-06-11,0.530830591604239
2023-07-02,0.5360427643181325
2023-07-23,0.5411523632501978
2023-08-13,0.4755331827018905
2023-09-03,0.5262953092933886
2023-09-24,0.5335857627790231
2023-10-15,0.5551436881181907
2023-11-05,0.5301146405815718
2023-11-26,0.5272566776431049
2023-12-17,0.4907688273254905
2024-01-07,0.5096639394504856
2024-01-28,0.514657878588325
2024-02-18,0.5544140703302293
2024-03-10,0.5748174303939579
2024-03-31,0.5442833317585752
2024-04-21,0.5379958463256023
2024-05-12,0.5506210446535265
2024-06-02,0.531646297969928
2024-06-23,0.5052784086361576
2024-07-14,0.5572605069149722
2024-08-04,0.516076908628232
2024-08-25,0.5034678487849013
2024-09-15,0.523976682351976
2024-10-06,0.5317203145603887
2024-10-27,0.501584082527797
2024-11-17,0.49531451005703386
2024-12-08,0.517312313676895
2024-12-29,0.5013436313293628
2025-01-19,0.5047409567221052
2025-02-09,0.5313114574975047
2025-03-02,0.49338789385702003
2025-03-23,0.4769741265477755
2025-04-13,0.48906707511344394
2025-05-04,0.4882497686742455
2025-05-25,0.524967395685093
2025-06-15,0.5298695255461106
2025-07-06,0.4919707916936964
2025-07-27,0.4577332552072566
2025-08-17,0.4461407418463473
2025-09-07,0.4786092240101243
2025-09-28,0.48255971474441844
2025-10-19,0.47324111452140294
2025-11-09,0.4740969668352828
2025-11-30,0.47286500984296664
2025-12-21,0.47152945057682355
2026-01-11,0.4548814181043447
2026-02-01,0.49149831978170655
2026-02-22,0.5111635238346606
2026-03-15,0.5031623962203137
2026-04-05,0.4583272844670925
2026-04-26,0.4640431231496816
2026-05-17,0.519962992845602
2026-06-07,0.49535734639967716
2026-06-28,0.5501454776833843
2026-07-19,0.4877712506296106
2026-08-09,0.5329761870258655
2026-08-30,0.5302591664597979
